Fan_ID,edad,sexo,localidad,canal,visitas_app,Frecuencia_Visitas_Web,tiempo_medio_sesion_min,rebote_pct,Interacciones_RRSS,uso_newsletter,clickrate_newsletter,Compras_Ecommerce,Gasto_Total_€,frecuencia_compra_mensual,categoria_fav,conversion_entrada,conversion_merch,conversion_abono,clicks_banner,antiguedad_anios,Miembro_Programa_Fidelidad,uso_app_oficial,participacion_eventos,cluster_marketing,Fan_Score
474,30,Mujer,Andalucía,B2C,6,11,3.3,0.25,19,0,0.48,2,123.14,0.48,Abonos,1,0,0,16,2,0,0,1,Internacional Ocasional,0.38171001653049963
475,69,Mujer,Sevilla,B2C,2,9,3.6,0.28,18,0,0.93,2,97.09,1.18,Merchandising,0,0,0,2,9,0,0,4,Internacional Ocasional,0.3215847749647291
476,58,Hombre,Sevilla,B2C,5,13,3.9,0.66,19,1,0.08,1,55.88,2.1,Digital,0,0,0,0,0,1,1,0,Joven Digital,0.49839513380181827
477,52,Mujer,Sevilla,B2C,2,13,5.0,0.3,20,1,0.5,3,99.25,3.31,Merchandising,0,0,0,9,4,1,1,0,Internacional Ocasional,0.6079055277286969
478,48,Hombre,Andalucía,B2C,6,14,3.0,0.23,22,1,0.69,2,71.11,1.95,Entradas,0,0,0,2,2,0,1,1,Fiel Tradicional,0.3768930113353476
479,23,Mujer,Sevilla,B2C,3,11,3.6,0.45,16,0,0.79,2,124.04,0.67,Entradas,1,0,0,4,0,0,1,0,Internacional Ocasional,0.3577720260885856
480,68,Mujer,España,B2C,5,9,4.0,0.71,9,1,0.58,2,64.99,1.21,Merchandising,0,1,1,18,1,1,1,1,Fiel Tradicional,0.40870643405966095
481,59,Mujer,Sevilla,B2C,2,5,4.2,0.27,17,1,0.91,3,28.83,2.33,Abonos,0,0,1,9,9,0,0,0,Corporativo,0.21559865354577665
482,59,Mujer,Sevilla,B2C,6,14,4.1,0.15,20,0,0.94,3,69.4,0.81,Entradas,0,0,0,15,4,0,1,2,Fiel Tradicional,0.3832085265083175
483,20,Mujer,Andalucía,B2C,6,7,4.7,0.35,26,1,0.06,3,65.01,0.29,Entradas,0,0,0,0,10,0,1,2,Fiel Tradicional,0.35434406935978213
484,54,Hombre,España,B2C,7,8,5.3,0.62,18,1,0.4,1,34.7,0.22,Merchandising,0,0,0,5,2,0,1,1,Fiel Tradicional,0.21243759658749212
485,19,Hombre,Sevilla,B2C,6,9,4.6,0.49,18,1,0.02,2,92.58,0.0,Merchandising,0,0,0,8,5,0,0,1,Internacional Ocasional,0.316262927068098
486,21,Mujer,Andalucía,B2C,6,6,4.7,0.67,22,1,0.33,3,117.74,1.52,Digital,0,0,0,4,8,1,1,0,Joven Digital,0.5727063802346151
487,60,Mujer,España,B2B,4,9,1.6,0.77,21,1,0.54,0,41.33,0.14,Merchandising,0,1,0,13,5,0,1,0,Joven Digital,0.23078738278819944
488,47,Hombre,Andalucía,B2C,4,12,4.1,0.65,15,1,0.91,3,104.18,0.34,Merchandising,0,1,0,9,1,0,0,3,Fiel Tradicional,0.3615299976296278
489,67,Mujer,Sevilla,B2C,7,12,4.7,0.52,29,1,0.85,1,56.8,0.42,Entradas,1,0,0,1,1,0,1,3,Internacional Ocasional,0.3722877611161658
490,45,Mujer,Sevilla,B2C,5,13,5.1,0.45,22,1,0.13,1,74.26,0.99,Entradas,0,1,0,4,14,1,0,1,Joven Digital,0.545083728999175
491,62,Hombre,España,B2C,5,7,3.0,0.13,14,0,0.09,0,71.11,0.61,Entradas,0,0,0,0,12,1,1,0,Corporativo,0.38654213414236516
492,50,Mujer,Sevilla,B2C,8,11,3.0,0.79,17,1,0.59,2,74.26,1.35,Abonos,0,1,0,9,12,1,0,3,Corporativo,0.507364430753561
493,55,Mujer,España,B2B,4,9,3.1,0.37,15,0,0.53,3,89.19,0.07,Entradas,0,0,0,8,7,1,0,2,Internacional Ocasional,0.512262691065974
494,67,Hombre,Andalucía,B2C,2,14,4.8,0.21,18,0,0.27,2,44.27,0.16,Entradas,1,0,0,2,10,0,0,0,Corporativo,0.3118881929586489
495,31,Hombre,Internacional,B2C,3,9,5.6,0.57,21,1,0.9,4,113.8,0.83,Merchandising,1,0,0,14,7,0,1,3,Corporativo,0.4163027524265262
496,28,Hombre,España,B2B,4,7,3.4,0.3,17,1,0.93,1,90.11,0.49,Digital,0,0,0,3,5,0,0,0,Corporativo,0.25896233592418116
497,65,Mujer,Internacional,B2C,6,10,5.4,0.51,26,1,0.4,2,100.07,0.42,Entradas,0,1,0,12,9,0,1,2,Joven Digital,0.40229418906875425
498,57,Hombre,Sevilla,B2C,9,13,4.2,0.51,18,0,0.89,1,51.6,0.08,Digital,0,1,0,5,6,1,1,2,Corporativo,0.48501135501447584
499,45,Hombre,España,B2C,3,12,3.8,0.41,18,0,0.38,2,41.56,2.71,Entradas,0,0,0,19,0,0,1,0,Fiel Tradicional,0.28763773259924247
500,34,Hombre,Andalucía,B2C,5,10,3.7,0.69,21,0,0.74,4,110.48,1.41,Entradas,0,1,0,16,14,1,0,2,Fiel Tradicional,0.6229114329572825
